target_sentence,source_sentence
"Al contrario, las muestra como participantes activas y líderes; de sus familias y comunidades, no son víctimas, sino héroes.","Jan ukaxa, wila masinakapat jisk ’ a markanakapat irpirinakjam ch ’ amanchirinakjam uñachapxi. Janiw victimapxkiti, jan ukast yanapt ’ irinakapxiwa."
Con esto se retomó el problema de la contaminación del lago de Valencia y los insuficientes trabajos de saneamiento.,Akamp jaqinakax Valencia qut q ’ añuchawit ukhamarak jan tukuyat saneamientonakat phiñasipxarakiwa.
"Unas 12 horas después, el fuego seguía, las cuatro unidades generadoras de energía de la planta quedaron destruidas y los 12,000 habitantes han quedado sin calefación, agua caliente y electricidad.","Niya 12 pachaw makiptxäna, ninay naqhaskakinwa, planta uksanx pusi unidades generadoras de energía ukhaw jan walt 'ayat uñjasïna, 12,000 jaqinakaw jan calefación, junt 'u umani ukat electricidad ukanakan jikxatasipäna."
"El tayiko ya tiene una creciente presencia en Wikipedia, con 10.864 artículos, más que el turcomano (4,765), pero menos que el kazajo y el kirguizo, (ambos en torno a 25.000) y muy por detrás del uzbeco (120.882).","Tayiko uka arux Wikipedia uksan utxiwa, 10.864 qillqataw utji, turcomano ukats jilt 'atawa (4,765) ukhakiwa, ukampirus kazajo ukat kirguizo, (paypach arux 25.000) ukha qillqataniwa, uzbeco uka arux (120.882) ukha qillqatanirakiwa."
Esta publicación es parte de nuestra cobertura especial de la Revuelta del Vinagre en Brasil.,Aka qhanstayäwix Brasil markan Revuelta del Vinagre ukan yäpar askinjam chiqancht ’ atawa..
Una pregunta que surge a este propósito es... ¿quien tiene derecho de escuchar Houmani?,"Ukat mä jiskt ’ awiw aka tuqiru utjawayi, akham sasa: khitis derechoni aka jayllawi ist ’ añatakixa."
"San Lorenzo celebra al papa Francisco, su hincha más sagrado",San Lorenzo ukax papa Franciscorux wal jallallt 'i
"Flashmob en Berna, Suiza:","Flashmob Berna uksana, Suiza:"
"Foto:Calé, publicación autorizada","Jamuqa: Calé, qhanstayäwix yatiyatawa."
"excelente, me dieron ganas de viajar!!",Turismo uksat yatiyäwinak enlaces ukanak katuqi.
Este post es parte de nuestra cobertura especial Relaciones Internacionales y Seguridad.,Aka post qilqatax Relaciones Internacionales ukat Seguridad ukxatawa.
Estamos a la espera de datos oficiales.,Suyasipktwa qhip qhipa suma yatxatata yatiyäwi.
"Además de la corrección de texto y el formateo de las traducciones, Victoria ha sido responsable de reclutar y coordinar el equipo de traductores voluntarios.","Ukampirus qilqat uñakipasa ukhamarak chiqapar uñt ’ ayasina, Victoria kullakax apthapisin ukharak iyawst ’ ir jaqukipirinakar mayacht ’ as aruskipt ’ asin irpjaruski."
El vídeo muestra a niños jugando -mientras que en el fondo las explosiones continúan.,"Qhipan bombanakax jalaqasipki, ukhampach wawanakax piqump anatasipkirakiwa, uk videonx uñachayi."
Cabe aclarar que el enfoque que se da al tema es abierto.,Wastat qhanañcht ’ añani kunatxay parlapchit ukax jist ’ aratawa.
"Pro SABANA es un programa de cooperación e inversión en el que participan tres países: Brasil, Japón y Mozambique.","Pro SABANA ukax mä wakichäwiw yanapt ’ añatak ukat mayjt ’ ayañataki, ukankapxiw kimsa markanaka: Brasil, Japón ukat Mozambique."
Respetemos y valoremos esta postura altruista y compasiva.,Aka wakiskir amuyunak llamp ’ u chuymamp chaninchasyaqapxañäni.
ada vez se hace más visible la información—la gente ahora tiene mucho menos miedo a ser informada.,apa kutiw juk ’ at juk ’ at jaqinakax yatiyawinakarux jan axsarapkxiti.
Se solicitó a las organizaciones políticas no llevar pancartas políticas.,Política tamanakarux jan política pancarta-nak mayisa.
"Runa Kuti, indígenas urbanos, dirigido por Paola Castaño y Dailos Batista Suárez, ha participado en varios festivales de cine y, para hacer llegar el mensaje a la mayor cantidad de gente posible, lo han registrado bajo licencia Creative Commons.","Runa Kuti, jach ’ a markan indígenanaka, Paola Castaño ukat Dailos Batista Suárez jupanakat chiqancht ’ atawa, cinetuqin festivalax utjik ukan chikancht ’ asipxiriwa, walja jaqir puriñatakix Creative Commons uka licenciarjam lurt ’ atawa."
"Como cada año, la Organización para la Cooperación y el Desarrollo Económico (OCDE) celebrará su Foro Global sobre Desarrollo en París los días 4 y 5 de abril de 2013.","Sapa narawa, Organización para la Cooperación ukat Desarrollo Económico (OCDE) satak Foro Global sobre Desarrollo Paris tuqin uruyäsini, aka 4 ukat 5 urunak saraqkipan qasäw paxsita 2013 marana."
"El gobierno filipino lanzó recientemente Budget ng Bayan, el sitio web para promover la transparencia y el buen gobierno en el país.","Filipinonkir jilir irpirix jicchakiw Budget ng Bayan uka apsuwayi, markan qhana apanaqaw uñt 'ayañatak mä sitio web uksa."
Las autoridades deberían responder esa pregunta.,Jilïr irpirinakax akatuqit qhananchapxañapawa.
"Según el programa elaborado, el taller transcurrió de la siguiente manera:",Wakichäwi wakt 'ayatrjamax akhamatw sarantayatäna:
"@themoornextdoor: Está leyendo un libro: no hay nada escrito en las páginas, se lo está inventando todo al mismo tiempo que habla","@ themoornextdoor: ullarasktawa mä panka: janiw kuna qillqatasa utjkiti uka jakjuwinxa utjkarakisa, kuntix jupapacha parlki ukakiw inäski"
"Eliana Quiroz, una conocida activista digital, comentó en una discusión abierta en la campaña de la página de Facebook “Más ancho de banda para Bolivia ”:","Eliana Quiroz, mayni activista digital ukham uñt 'ataxa, arst 'awayiwa Facebook ukan “Más ancho de banda Bolivia suyutaki ” sasina:"
"También hay personas que hablan aymara en partes de Chile y Argentina, así como también aymaras que viven en el extranjero.","Ukapachaparakiw Chile, Argentina markan aymarat arst 'apxaraki, ukhamarakiw anqaja markan aymar arst 'asirinakas arst 'apxi."
Los blogueros han acudido a internet para debatir la propuesta.,Blogerunakax internet tuqiruw uka amtat aruskipañatak sarapxi.
"En esta presentación, dos líderes de la ciudad de Santa Cruz hablarán sobre sus experiencias en la creación de estas conexiones para hacer que las cosas sucedan.","Aka uñt ’ ayawinx pani p ’ iqinchirinakaw Santa Cruz markat uñjäwinakapxat arst ’ awayapxi, kunjams aka machaq uñstawinakax jan walt ’ aw apanispa ukanakxata."
"Báoding, Hebei","Baoding, Hebei"
"Cataratas Victoria, Zambia y Zimbabwe","Cataratas Victoria, Zambia, Zimbabwe uksan jikxatasi"
También estamos en...,Ukapachparakiw akankataski...
"El nuevo papa, Jorge Bergoglio, es argentino","Machaq papa, Jorge Bergoglio, argentina markata"
"En la última década, el equilibrio de poder ha cambiado en América del Sur.","Qhipa maranakanxa, América del Sur uksanx jikjathäwix mayjt ’ iwa."
Sigue perdido.,Chhaqhatakiskiwa.
"En cambio, el bloguero Karol Šebo es optimista:","Maysatxa, Karol Šebo bloguerux janiw jan pachasirikiti:"
"Saqueé medicina para la Cruz Roja, leche y comida para los niños.","Qullanak Cruz Roja, leche, manq ’ añanak wawanakatak apsta."
"No necesitamos su ayuda, Allah está de nuestra parte.","Janiw yanap munapkti, Allah ukax jiwasmp chikawa."
Una mirada a las propuestas para microfinanciamientos de Rising Voices,Amtanakar mä uñtäwi Rising Voices ukan microfinanciamientupataki
Estas son las imágenes oficiales grabadas de un programa del canal estatal IRIB 1:,Akanakaw mä wakichäw canal estatal IRIB 1 nut waraqat khuskt ’ at jamuqanakaxa:
Están acostumbrados a los ruidos de la guerra.,Jupanakax yatitaxapxiwa ch ’ axwaw taypina.
meylou también ha mostrado su apoyo a los afectados:,Meylou jupax uñist ’ ayarakiw yanapawipxa llakir puririnakaruxa:
"La conversación en directo pudo seguirse usando la etiqueta #tpv12 para preguntar, participar en encuestas y charlar en diferentes idiomas con los que cubren el evento.","Aruskiptawin jist ´ añatakix, encuestanak wakt ´ ayañatakix jan ukax kunayman arunakat aruskipt ´ añatakix # tpv12 uka chimpumpiw mantapxäna."
"No obstante, este problema no es exclusivo de Nigeria.","Ukhamapansa, aka jan walt ’ awix janiw Nigeria markankakiti."
¿Y si el Perú apostara por la tecnología como eje del desarrollo económico y social?,Perú markax tecnología qulqinchäwi ukan nayrar sartañapatak amuyt 'asp ikhasti?
Wadner Pierre reflexiona sobre el terremoto de 2010 en Haití y considera la mejor manera de avanzar.,Wadner Pierre jupax kuna Haití markan khä 2010 maran uraq khatahatäwix utjkan ukxatwa amuyt 'i.
Mujeres jovenes hablan de economía pidió que mujeres de cuatro países distintos hablaran de sus pensamientos sobre diversos temas económicos.,"Tawqa warminakax qulqi tuqitw arusipxi ukatx mayt ’ iwa, pusi markanakatx warminakan qulqi tuqit arst ’ apxañapa."
Medios ciudadanos en #GV2012.,Medios ciudadanos en # GV2012.
"Por ejemplo, Open Labs traduce los TED Talks y los proyecta.","Akhama, Open Labs ukax amtarakiw ukatx TED Talks uks jaqukiparakiwa."
Chile: los 'sin casa' de Santiago,Chile: Santiago markan jan utaninakxata
Los jóvenes chinos temen acabar teniendo que mantener a los jubilados del gobierno.,Chinankir waynanakax awk taykanakar payllawipanakatak gubiernur yanapt ’ añ asxarapxi.
Defendemos un internet libre y abierto.,Internet ukax libre ukhamarak abierto ukhamañapatakiw arxatapxta.
"De momento, la casa no ha sufrido daños.",Uka pachanxa utax janiw kuna kamachañxamakisa.
Commons permite subir fotos desde una variada selección de telefonos y navegadores a traves de la versión movil de proyectos de Wikimedia.,Commons ukax kunayman telefonos ukat navegadores versión movil de proyectos de Wikimedia uksatuq phutunakam apkatañamatakiw aski.
"Atención, este video tomado hoy muestra la próxima tragedia que ocurrirá.",Aka videonx jan walt ’ awiw uñachayasiniwa.
"Porque ser libres no es simplemente arrojar las cadenas, sino vivir de una manera que se respete y aliente la libertad de otros.","Kunalaykutix p ’ iqinchiriñax janiw llaythatakikiti jan ukasti wali qamasan jaqitakiwa, ukhamarakiw wali yaqat ukatx suma jakañasa."
"La mayoría de la música fue encontrada a través de OpSound.Org, The Free Music Archive o directamente de los artistas.","Jilpach jayllintawinakax aknirinakan jikxtata OpSound.Org, The Free Music Archive jan ukax jayllintirinakrus jikxatatarakiwa."
"Cuando me llegue el turno, si Cata cuestiona la lógica de la cadena alimenticia, no tengo idea de lo que le diré.","Kunawsatix nayar wakt ’ kitan ukjaxa, Cata -tix manq ’ añ tuqit phiñasin ukhax janiw kuns sañ atkati."
Entre los muchos temas que se tratan está el del impacto de los miles de millones de dólares que salen ilícitamente de África gracias a la lentitud del proceso de reducción de la pobreza.,"Africa uksat qullqix ukhamakiw mistuski uka wakisi kunatix reduccion de la pobreza ukax k ’ achak uksa markan wakisi, uka amuyunaka aka yatiqirinakax amuyt ’ apxi."
"Nasrin Sotoudeh, fuente: http://ahurai.com/social","Nasrin Sotoudeh, source: http: / / ahurai.com / social"
Los ciudadanos reaccionaron a la campaña inmediatamente en las redes sociales.,www.bolivia.travel web portalax campaña ukamp chikancht 'asitawa.
Fotografía tomada por Josephine Tsang.,Photo taken by Josephine Tsang.
"De acuerdo a los usuarios, los problemas son intermitentes y les están impidiendo entrar a sus propios escritorios y a sus propios blogs.",Usuario tuqinakatx sapxiw aka jan walt ’ awinakax apnaqirinakataw sasa ukampirusa jark ’ aqiw jupanakan mantañapx pachpa programaparu ukhamaraki blogs ukarusa.
"Periodista de profesión y madre de dos niñas, Paulina trabajó en Argentina, Nicaragua, Ecuador y Colombia en temas de desarrollo, derechos humanos, género y comunicaciones.","Periodista ukhamarak pä wawani, Paulinax Argentina, Nicaragua, Ecuador ukapachparakiw Colombia markanakan desarrollo, derechos humanos, género ukatx yatiyawinakxat irnqt ’ awayi."
"Guatemala ha sufrido varias replicas desde el 7 de noviembre, incluyendo un terremoto de magnitud 6.5.",Guatemala markax 7 urutpach lapaka phaxsin mä 6.5. ukha ch ’ aman uraq khathatiwin jan walt ’ ayat jikxatasi.
Una vez puesto el botón en sus blogs debe referenciar a este post.,Ma kut butun blogas ukapar uchxatatsti yatiyañapawa aka post tuqirux.
El ritual que lo acompaña de poner dinero bajo el plato simboliza el deseo de nuevas dádivas.,"Ukanx waxt ’ ax qullqimp chikancht ’ asaw palat manqhaxarjam waxt ’ aña, ukax machaqat jakaw khuskhat utjañ sañ muni."
Los manifestantes que luchan para salvar al lago Urmia en Irán de un daño ambiental permanente no se han rendido.,Sartasir jaqinakax Urmia quta q ’ añu pachat qhispiyañatak Irán-tuqin janiw atipayasipkiti sayt ’ asiskapkakiwa.
"Nuestros detractores querían que el mundo creyera lo contrario, que la crisis alimentaria era inminente.","Jiwasar k ’ umirinakax janiw ukhamakit uka uraqpachar uñast ’ ayañ munapxäna, manq ’ a jan uthawix uthapinirjamawa."
¡Ven en bici con nosotros!,Jiwasamp wisiklitamar kachxätam
@ottoperezmolina: Se trabaja para poder brindar ayuda a las personas afectadas.,@ ottoperezmolina: Irnaqataw jan walt ’ añan jikjatasipxi jallukanakar yanapt ’ añataki.
"Siendo una traductora voluntaria realmente me siento feliz, y estoy con esas ganas de seguir continuando.","Ukham jaqukipäwin yanapt ’ asirjamax wali kusisitätwa, ukatx nayraqatar sartañ amtampix sarantaskakiwa."
Este artículo es parte de nuestra cobertura especial de Olimpiadas de Londres 2012.,Aka qilqatax Olimpiadas de Londres 2012 jall ukxatawa.
La última vez que se la vio fue cerca de la selva mientras llevaba al ganado familiar de vuelta a casa.,"Mä qullu k ´ uchuta, utapat kimsa patak mitrun t ´ aqaxtataru uka imill wawan amayapax jikisiwayi."
"La policía pasa por contenedores de basura en llamas, pues algunos empezaron a vandalizar edificios en la avenida Presidente Vargas.","Pallapallanakax t ’ una uchañanak nakhan ukanjam makipawayapxi, yaqhipanakax jach ’ a utanakar yanqhachañ Presidente Vargas uka jach ’ a thakinx qalltapxana."
Y luego se van a dormir sin cenar:,Ukatx jan jayp 'ux manq 'ataw ikxapxani:
El sitio web de Toustodo's Blog explica con referencia al solsticio:,Sitio web de Toustodo 's Blog ukanx solsticio ukxat qhanancht 'i:
"Y bueno, esperamos su apoyo, colaboración y participación!","Ukhamaw suyasipsma, yanapawimanak ukar chikanchasipxañamataki!."
La palestina Ola Anan tuitea:,Palestino-nkir Ola Anan-ax akjam siwa:
"El caso generó gran indignación en los medios sociales donde muchos usuarios pidieron que el Ministro de salud, Abdullah al-Rabeeah, renunciara a su cargo.","Akham yatisinx markachirinakax walpin phiñasiwapxanxa ukhamarakiw mayiwapxana aka Ministro de salud, Abdullah al-Rabeeah, jupanakaru irnaqaw jaytawayxapxañapataki."
Los documentos de presupuesto y los gastos del estado son publicados en el sitio.,Estadut qawqha chinis apt 'atäni uka qilqäwix sitio ukanw uñt 'ayasi.
Foto de LuisCarlos Díaz en Flickr (CC BY-NC 2.0),Jamuqa LuisCarlos Díaz ukata Flickr uksana (CC BY-NC 2.0)
"Otros tienen ""miedo"" de meterle la mano a las leyes tributarias o piensan que una reforma sería algo demasiado complicado y/o costoso.","Yaqhipanakax asxarayasipxiwa kamachinakar ampar luqantaña, reformax qulqitakispaw jan ukax ch 'amaspaw sasina."
Pero aprender el español nunca me pareció así.,Español aru yatiqañaxa nayatakixa wali askinwa.
Haga clic en cada imagen para verla a tamaño original.,Sapa jamuqar (imagen) limt 'am (clik) sumpach uñjañataki.
Ecuador decreta tres días de duelo nacional por muerte de Chávez,Ecuador markax kimsür duelo nacional Chávez Jilïr irpirin jiwatapat uñt 'ayawayi
Esta publicación es parte de nuestra cobertura especial de la Revuelta del Vinagre en Brasil.,Aka qhanstayäwix Brasil markan Revuelta del Vinagre ukankirinakaw suma yanapt ’ asinipxi..
"Aunque fuera cierto, algunos ven la partida de Vorobiev como el último clavo en el ataúd de la vieja y rebelde estación de radio.","Ukampirus chiqaspan ukhax, yaqhipanakax amuyapxiw Korobiev ukan sarxapatax ma thantha clawukaspas jan wali radiokaspas ukhama."
"Para los periodistas, blogueros y comentaristas de todo el mundo, el 2011 ha resultado un año insólito.",Taqichaqan yatt 'ayirinakatakis blogger-runakatakis ukat arst 'irinakatakis 2011 marax suma maränwa.
"Matisse Bustos Hawkes, Witness y el poder del video","Matisse Bustos Hawkes, Witness ukatx video uka"
"Foto: Calé, publicación autorizada.","Jamuqa: Calé, aka qhanstayäwix yatiyatawa."
"Más adelante en ese mismo día, una entrada corta del blog reportaba que la ayuda del gobierno había llegado el 12 de noviembre.","Uka pachpa uru, mä jisk ’ a blog qillqatanx uñt ’ ayiwa gobierno uksat yanapax 12 uru lapaka phaxsit puriski."
Tiene gracia que los conviertan el ley: es como exigirles a las parejas que tengan una buena vida sexual después de casarse.,Suma chuymaw utji kamachiptayañataki: akampix walisun jakapxam sisksnas ukhamaw mä parijaruxa kunapachatix jaqichataxapxi ukhaxa.
"Formadora con experiencia en la producción de vídeos para comunidades, además de escritora de cajas de herramientas y guías para la formación en medios de comunicación dirigida a mujeres y a niños, también estudia el proceso de aprendizaje de estas mujeres.","Kunatix jupax wali kust ’ at yatintataw aka videos markanakatak lurañ tuqitxa, ukat qillqt ’ irirak ukhamarak khaysa medios de comunicación uka tuqinx warmitak, wawanakatak yanapiriw, ukhamarakiw aka warmin lurawipanak yatiqaski."
Mientras que otros como Ana (@AnaLargaespada) hablaron sobre posible negligencia:,"Ukch ’ añkamax yaqhipanakax arusipxanw janiw sum uñjatatapakiti sasa, kullaka Ana (@ AnaLargaespada) jupjama:"
Ellos ganaron la pelea al vencer a una leyenda.,Imagen disponible de dominio público.
Aquí está el mensaje de Javier Sicilia:,Akaw Javier Sicilian arunakapaxa:
El proyecto me pareció interesante porque me di cuenta que realmente la gente no hablaba mucho sobre lo que estaba pasando en las localidades rurales.,"Nayatakix aka amtäwin wali askiwa, ukampirus amuyaraktw jaqinakax janiw kunas makipask pata tuqinakanx ukx yatiyapkiti, yamakis yatiyaw taypinkirinakaxa."
Timothy Straight puede también ser seguido en Twitter en @timothystraight.,Timothy Straight ukax Twitter @ timothystraight ukan arktataspawa.
PREÁMBULO,QALLTÄWI
Camerún: ¿Y si no votamos el 9 de octubre?,Camerún: 9 uru taypisata phaxsin jan chimpuntapksna ukhasti?
Islandia de luto tras primer caso de hombre asesinado por la policía,Islandia jikxatasiw ch ’ iyarata kunalaykutix mä jaqiw pallapallanakan illapt ’ at uñjasi
"Los mineros manifestaron su sorpresa por fuerte la movilización que lograron, hecho que añadió intensidad a la que es conocida en las redes como la #nocheminera.","Ukanx jaqinakax walpin yanapt ’ asipxi. Uka arxatasir jaqinakax minirunanakar t ’ axllirapxi, wali sum katuqapxi ukhamarak himnop jayllipxirakiwa."
Esta publicación es parte de nuestra cobertura especial: Reformistas a juicio en Arabia Saudita,Aka qillqatax jiwasan coberturasxatawa: Reformistas a juicio Arabia Saudita markana
Foto compartida en Twitter por @mexboby,Foto compartida en Twitter por @ mexboby
"La respuesta a esta pregunta es ""nada"".","Aka jiskt 'an jaysapax akawa ""janiw kunasa""."
Las consecuencias del daño al medio marino son enormes.,Ñik ’ ut khuchutanakax petróleo ch ’ amsuñapatakiw walïni..
"Y claro, ya sabemos que la papa y la harina, no son excesivamente caros.","Chiqpachans yatxaptanwa, ch ’ uqimp jak ’ umpix janiw anch jila chaninïkitixa."
Romney piensa que Siria es una oportunidad.,Romney Siria mä (oportunidad) ukjamakaspas ukjam lup 'i.
Por varios años ellos han afirmado haber bloqueado y filtrado millones de sitios web y blogs.,Walja maranakaw jupanakpach sapxi walja patak sitios web ukan filtratapa ukhamaraki blogs ukanakan turkakipawinaksa.
¿Cómo haces para que te alcanze el tiempo para traducir y escribir?,"Kunjams aru jaqukipañataki, qilqañatak pacha apsta?"
"Se ha lanzado un concurso anual para que el público vote las siete mejores maravillas naturales de África, con la votación actualmente en progreso.","África markan jaqinakax chhijllapxaspaw paqallqu kust ’ at maravillas naturales utjki jallukanakataki, ukatw mä atipasïw maran mäkut mistsu."
Fotografía de Tigerątko Kao,Photo taken by Tigerątko Kao
"Hace poco organizaron con éxito en Bogotá el I Congreso Nacional de Mujeres, Tecnología y Cultura Libre.","Uka nayrjakiw Bogotá markan I Congreso Nacional de Mujeres, Tecnología ukat Cultura Libre ukax wakt 'ayatäna."
"Voces de Dignidad está disponible en español, y pronto también en árabe.","Voces de Dignidad ukax en español arun utji, uñstuskiwa."
Convocatoria: campamentos TIC para cambio social en Nicaragua y Guatemala,Jawillt 'äwi: TIC uka apnaqäwinakatak Nicaragua ukat Guatemala markanakan jikthaptäwinaka
Puedes leer y descargar los documentos filtrados del SSI mencionados en este artículo a través de los siguientes enlaces: - Comunicados internos del Organismo de Seguridad del Estado acerca de Finfisher – Enlace. - Oferta comercial de Gamma International a la Seguridad del Estado – Enlace - Comunicados Internos del Organismo de Seguridad del Estado acerca del monitoreo de SMS – Enlace,Jumax ullañatakix apaqasmawa kunatix imataki khaysa SSI jiski uka qillqatanakaxa: apaqasmawa akirinakata: - Comunicados internos del Organismo de Seguridad del Estado Finfisher uka tuqita – Enlace. - Oferta comercial de Gamma International a la Seguridad del Estado – Enlace - Comunicados Internos del Organismo de Seguridad del Estado SMS uka tuqita – Enlace ukanakat yatiyawinakx apaqasmaxa. Enlace
"En Khoy (en la foto), los manifestantes colgaron un cartel en un puente que dice ""la muerte del lago Urmia es la muerte de Azerbaiyán"".","Ukhamarus Khoy (jamuqana) uksanxa, sartasir jaqinakax mä jach ’ a laph mä chakar uskupxi. Ukax akham siwa: “Urmia quta jiwatapax Azerbaiyán jiwäwiwa ”."
Estamos viviendo como basura en un basurero... es sofocante aquí,"Nanakax q ’ añu t ’ unanakxamaw qhillapatana jakasipkta, janiw sumaki akan jakañaxa sasa."
Fotografía de Benson Tsang.,Photo by Benson Tsang.
Telemetro resume algunas frases del discurso presidencial:,Telemetro ukax juk ’ a arunakanw jilïr irpirin arunakap yatiyi:
Pero ¡hay buenas noticias!,"Ukatxa, aski yatiyawinakaw utji!"
Jóvenes latinoamericanos contra la corrupción,Latinoamerican waynanaka jani wali apnaqäwinakxata.
"La versión en inglés se publicó el 29 de mayo y en tres días se habia visto más de 900,000 veces.","Ingles arunx 29 uru qasawi phaxsin yatiyata, ukat kimsa urunx 900.000 ukjanakaw uñjata."
Hasta ahora hay un desborde de pesar por la familia de William en los medios sociales.,Jichhakamax mä jach ’ a llaki chuym ch ’ allxtayasiw William wila masi layku medios sociales utji.
"Sin embargo, algunos internautas todavía tienen preguntas sin respuesta.","Ukampirusa, mä qawqha internautanakax jiskt ’ anakaniskapxkakiwa."
"La versión en inglés se envía a la lista de correo de los subeditores, donde lo toma Kevin en Melbourne, Australia.","Inglés ukax mä lista subeditores ukan correonakaparuw apayi, kawkhanti Kevin Melboure, Australia ukax uñjaski."
La conclusión obvia — la única conclusión ahora — es que no lo desea.,Ukjamat jichhax mä sapa qilqa tukuyx janiw munkiti.
Los líderes no pueden darse el lujo de odiar. — Nelson Mandela,P ’ iqinchirinakax janiw añacht ’ atanakar munañapanakarjam uñiskasphasti. — Nelson Mandela
"La falta de privacidad, separación de sus comunidades de orígen, desempleo y un profundo dolor por la pérdida de sus seres queridos, ha sido una experiencia desgarradora para muchas víctimas que están física y emocionalmente exhaustas.","Jan utjkas sapak uñjasiñaxa, yuriw ayllunakapat jithiqatanaka, jan irnaqawin ukhamarak munat wila masinakapat jach ’ a chijimpi, walja t ’ aqhisit jaqinakatakix jach ’ a chiji jakawiw kunatix jupanakatakix janchinakapas ukhamarak chuymanakapas wali qaritawa."
"En el foro de discusión, Esteban Lima escribió:","Arsuñanxa, Esteban Limax qilqt ’ awayiwa:"
Honduras: Juez dicta órdenes de detención a periodista y ambientalistas,Honduras: Juez ukax yatirinakatak ambientalistas satak ukanakar jist 'antañatakiw jaysi
No fue una escalada común y corriente.,Janiw jskit mhatañaxa.
Pueden seguir las protestas masivas a través de las etiquetas #Shahbagh এবং #Shahbag.,Juk 'amp qhurut arsusiwinakx aknïrinakanw ist 'apxasma # Shahbagh এবং # Shahbag.
"Cuando las ideas se extinguen, todos nos empobrecemos.",Qhananchäwi Kunapachatix amuyunbakax chhaqhtk ukhax taqiniw pisinkapxtanxa.
"Una de las primeras expediciones en 1960, y una caminata hasta la cumbre en nuestros tiempos.","Mayïr uñichäwinakax 1960 mararuw kutti, ukat mä qullu patar saräwirakiwa."
Existen dos teorías conspirativas sobre este asesinato.,Jiwayawxat utjiwa pä amuyawi.
Ver la primera.,Nayrïr uñjapxama.
"El gobierno boliviano, las Naciones Unidas y varias organizaciones de prensa han condenado el ataque.","Boliviankir jilïr irpirixa, Naciones Unidas ukat walja organizaciones de prensa ukanakaw ukxat uñt 'ayi."
El parque recibe a más de 16000 visitantes al año.,Uka parkinx mä maranx 16000 ukja tumpir jaqinakw katuqapxi.
30 000 muertos son una oportunidad.,30 000 jiwatax mä oportunidad ukjamakaspas ukjamawa
Pescado frito típico preparado por los estudiantes.,Yatiqirinakan challwa kanka wakicht 'ata.
Mapa de los centros de evacuación del terremoto/tsunami en Japón.,Mapa de los centros de evacuación del terremoto / tsunami en Japón.
@jenanmoussa: es hora de comer aquí en #Aleppo.,@ jenanmoussa: # Aleppo ukan manq 'añax pachaxiwa.
Es por eso que el software de estos dispositivos móviles tiene que ser software libre - libre como en software libre no gratis como en cerveza gratis.,"Ukatwa, software libre ukjam uñjataxa, ukatx aka dispositivos unxtasirinakax software libre jan inaki, kunjamtix jisktan cerveza inaki ukjama."
"No los llamen saqueadores, escribe Martha Villarosa:","Jan lunthatanaka ukjam sapxamti, Martha Villarosaw qilltti:"
La educación es el arma más poderosa que se puede usar para cambiar el mundo.,Yatiqawix aka pachanx wali ch ’ aman saxaruwiwa mä marka apxaruñatakixa.
Ojalá así sea.,Inachay ukhamaspa.
"""Hablé con su padre en Damasco"", me dijo el líder.",Ukham jist`asixat jilir irpirix situ: “awkipamp Damasco uksan aruskipanim”.
"Y respecto a su muerte, concluye:","Jiwäwitapatxa, tukuyiwa:"
"Maria Fernanda Carrascal (@MafeCarrascal) imagina escenarios diferentes para Colombia, mientras acompaña su publicación con una imagen:","Maria Fernanda Carrascal (@ MafeCarrascal) jupax Colombia markatakix may may amuyt 'i, uka uñt 'ayawipanx mä jamuqampiw uñt 'ayi:"
La televisión estatal cubana transmitió un programa de televisión con más detalles sobre la reforma migratoria.,Televisión estatal cubana ukax mä wakichäwin reforma migratoria ukxat sumpach yatiyi.
Actualmente nos están pasando cosas grandiosas.,Jichhaxa sum sarnaqasipta.
La gente teme la escasez de alimentos. #Israel #Palestinians,"Manq ’ anak q ’ altaspa, uk jaqinakax lup ’ ipxi. # Israel # Palestinians"
"Independientemente de la resolución de la CIJ, las declaraciones democráticas y diplomáticas realizadas por todas las partes han reducido significativamente el riesgo de un conflicto armado entre las partes.","Kunti siskan CIJ resoluciónapanxa, kunti arst ’ kapx taqpach khitinakati aka ch ’ axwawinkapjix niyas janjamakiw kuna wali jach ’ a ch ’ axwawis jach ’ a ch ’ axwawis utjkaspati."
"‏@i3mmoor: Además de ser gratuito, el software de código abierto se puede modificar y no hay que pagar por las actualizaciones. #OpenEgypt.","@ i3mmoor: Jan kuna chaninitsa, sit ’ arat siña (código) software-xa mayjt ’ ayataspaw ukhamarak janiw kuna qulqs machaqptayatat churañäkiti."
Una de las pocas fotos públicas de Dennis Ritchie (1941-2011).,One of the few public photos of Dennis Ritchie (1941-2011).
"Mañana, se hará historia.",Jikisiñkama.
"Globo con las palabras ""esperanza en el futuro"", en la concentración.","The protest balloon signifies ""hope for the future"" in the rally."
"Según Diego Mendoza (@diegol_77), el triunfo de San Lorenzo fue el primer milagro del papa Francisco.","Según Diego Mendoza (@ diegol _ 77), San Lorenzo ukan atipjawix nayrir milagro ukax papa Franciscon atipjawipawa."
Que jueguen.,Anatappan.
"Después, salió de la ceremonia como protesta y un asistente al Consejo Nacional de Transición, el presidente Mustafa Abduljalil, le pidió a Sarah que dejara de presentar.","Ukat jupax ceremoniat thithit mistuwayx ukatatw Consejo Nacional de Transición mä yanapt ’ irixa, Mustafa Abduljalil irpirixa, kullaka Sarah sarak jan ceremonia sarantayjamt juk ’ ampi."
