target_sentence,source_sentence
Celebración en Laheh Park en Teherán,Laheh Park Teherán markan amtkasa
GV Face: Sueños de reforma migratoria de Estados Unidos,GV FACE: Reforma migratoriatuqin samkapa khaysa Estados Unidostuqina
"Nosotros, los campesinos pobres, condenamos la manera en que se diseñó el programa pro SABANA y la manera en que se pretende implementarlo en Mozambique, ya que faltó transparencia y se excluyó a las organizaciones civiles del proceso, sobre todo a las organizaciones de campesinos.","Nänaka, pisina jakasirinakaxa, pro SABANA ukan amtawinakaparux qhurumpiw kutiyata, kunjamtix Mozambique ukan lurañ munapk ukata, janiw qhanstayatakanti, ukat niyakixay markanakan tantacht ’ atapx ukanakarus ukat pisina jakiri tantacht ’ asitanakarus jaqsupxstaxa sasa."
Camerún: Policía usa violencia contra los manifestantes,Camerún: Palla Pallanakax Markachirinakaruw Jan Wali Usuchnuqawapxi
Existen aplicaciones y plugins desarrollados por terceros para ayudar a que los hablantes nativos se sientan más cómodos con sus smartphones.,Utjiw apnaqäwinak ukhamarak plugin-nanaka kimsirinakan lurata nativo-nakar yanapt ’ añatak ukat jasak smartphones. apnaqapxañapataki.
"Horacio Duque, en Tercera Información, se pregunta si el cese al fuego unilateral de las FARC ha funcionado (enlace insertado por GV):",Horacio Duquex kimsïr yatiyawin jiskt ’ asiwa aka unilateralxat ukar Farc ukampita:
Vimos este error común y nos dimos cuenta de que era una plataforma para empezar a actualizar la visión del mundo a lo que está ocurriendo en nuestro país.,Uñjapta aka pantjäwita ukat sisnawa aka plataformampix qalltañaniw actualizañ mundoruw uñjañaxa kuns markasarun sartaski.
Lo ocurrido hoy en #Pemex no es chiste.,Kunatix jichhürux Pemexan # Pemex atki ukax janiw sawkakiti sasa.
"Teniendo esto en cuenta, numerosos grupos se han unido recientemente para redactar una Declaración por la Libertad de Internet, de la que Global Voices Advocacy ha sido uno de los firmantes originales.","Jichhakiw tamanakax mayacht ’ asipxi Declaración por la Libertad de Internet uka qilqt 'añataki, ukanx Global Voices Advocacy ukax nayrïr rixuntiriwa."
"También se puede visitar el blog para enterarse de las últimas novedades e ideas, y seguirlos en Twitter @NoSomosHormigas.",Twitter tuqins arkaraksnawa @ NoSomosHormigas-Janiw k ’ isimiriktanti.
"En Twitter también hubo comentarios referidos a la Fiesta del Sol, como el de Kristell PerezAlbela (@Kristellpa):",Val jupasti (@ Vientino) jach 'a phunchhaw amtañaxatw arst 'i:
"Severas tormentas de invierno azotaron a la mayor parte de Israel la semana del 13 de dic 2010, con fuertes vientos, lluvias y tormentas de nieve causando caos en todo el país.",Juyphi pachan jallu purintatapa 31 jallu qallta 2010 maranx wali thaya wayramp jallump khunumpix Israel markpacharuw jan walt ’ awaykiti.
Cantando el himno nacional en su propio idioma,Kipka arupan himno nacional jayllintawi
Fuerza policial del aeropuerto de Rangún se une a la protesta.,Fuerza policial aeropuerto Rangún uksatax chikancht 'asipxiw uka saratasiwinxa.
Buscar el hogar digital correcto para tu contenido de audio puede ser un reto difícil con el amplio rango de opciones y bondades disponibles.,Mä digital kunayman luräwinaks waruqt ’ añamataki.
"En fin, eso es todo en nuestro primer podcast del año.","Dinamarca-nxa, kawkhantï uruchasi ukjan Maria Grabowski Kjaer-ax markachirin arst 'äwinakap yatiyäna."
"En el documental Hikes of Courage: Climbing Chirripó in 1960, un equipo de hombres y mujeres jóvenes realizan una larga expedición para alcanzar el pico más alto de Costa Rica.","Sarnaqäwin qamasapa: 1960 mar Chirripó qullur makhatäwi, Costa Rica jach ’ a qullur puriñtakix waynanakamp tawaqunakampiw qalltapxi."
"El ministro de Planificación Federal, Julio De Vido, aseguró que “otra vez la falta de gestión ” del gobierno de Mauricio Macri“ nos lleva a lamentar víctimas fatales y deja a 450 mil vecinos sin luz ""en la Ciudad.","Ministro de Planificación Federal, Julio De Vido, Mauricio Macri uka irpirikan uka maranakanjam jan walt 'äwix utji sasaw amuyt 'i."
Foto cortesía de @homePhotography por Jerry,Foto cortesía de @ homePhotography por Jerry
@pemex: Lamentablemente se tienen confirmados al momento 14 personas fallecidas y 80 lesionadas,"@ pemex: Llakiskañawa, jichhakamax tunka pusin jaqinakaw jiwata ukat kimsaqallq tunka usuchjatanakaw utji."
Bolivia: Cholitas guerreras bajo los reflectores,Bolivia: Pulliran warminakan nuwt 'asiwip uñacht 'äwi
"Los centros rurales de información, los modelos tradicionales de comunicación y la radio son canales mucho mejores.","Kampun yatiyäwinakaxa, utt ’ at yatiyäw uñacht 'äwinak ukhamarak uxurinak juk ’ amp askinakawa."
Peruanos triunfan en sus categorías en la Maratón de México,Perwanunakax categorías Maratón de México ukan atipjasinw wali kusisipxi
"Ahora bien, el INDOTEL asegura que un recorte presupuestario de casi un 50% es una de las principales razones de esta medida, además de algunas estadísticas desalentadoras con relación a la efectividad del programa, como son: De los 2,163 estudiantes de esa institución, 1,062 (47%) desertaron o perdieron el beneficio de la beca por no mantener los índices requeridos.","ukanaka. Jichhax, INDOTEL ukaxa yatiwayapxiw sasin chikat qulqikiw churatani kunalaykutix janiw suma askikit wayn tawaqanakataki ukampirus walja mutivunakaw utji: 2,163 ukja yatiqirinakatx, 1,062 (47%) ukjanakaw mistawapxi becatxa kunatix janiw atipañ putkaxataynati. päqallqu maranx mistawayapxiw 20% ukha yanapt ’ atanaka."
Ecuador lucha contra la violencia deportiva,Ecuador markanx anatäwin yanqhachäwinak utjk ukxatx ch 'axwaskakiwa
"En el post anterior introducimos brevemente el problema del agua en Iquitos, y luego expusimos la controversia generada por la exploración y búsqueda de hidrocarburos por parte de la transnacional Conoco Phillips en la cuenca del río Nanay.",Akan nayrïr qilqatanx Iquitos markan umar jan walt ’ ayirinakat qilqtan ukatx hidrocarburos transnacional Conoco Phillips cuenca Nanay jawirar jan waltäwinakaxata.
17 julio 2013 Activista adolescente Malala Yousafzai impresiona a la ONU y polariza Pakistán,17 uru willka kuti phaxsina 2013 marana Activista adolescente Malala Yousafzai jupax ONU ukaruw p 'arxtayi
El Movimiento Juvenil Libio afirmó:,Juvenil Libio sarakitaynawa:
"Como las estaciones del metro estaban cerradas, todos tenían que caminar hacia fuera de la zona de conflicto.","Estaciones de metro ukax jist ’ antätanwa, taqpachaniw anqaxar jan walt ’ awtuqit mistxapxana."
Brunei Style,Estilo Brunei
"Lo que pasó después fue el caso más grande de abuso por parte de la policía de la década: las tropas de choque especiales evacuaron las calles del centro de Río, desde el barrio bohemio de la Lapa, que está a 2,5 km de distancia.","Ukatx ukjam jach ’ a yanqhachaw pallapallanakan utjatapaxa: jan walt ’ awit wakicht ’ at tamanakax centro de Río ukan callenakapw ch ’ usa uñjañatak wakicht ’ asipxi, barrio bohemio de la Lapa ukhata, 2,5 km ukha jayankiwa."
Lucio Uberdan del Brasil Autogestionário comenta:,Lucio Uberdan Brasil Autogestionário tuqitxa comenta:
"La noticia fue recibida con gran alegría por parte de ecologistas, organizaciones no gubernamentales y cientos de ciudadanos que habían mandado cartas al Poder Ejecutivo de la República para crear conciencia sobre una práctica terrible y dolorosa.","La noticia fue recibida con gran alegría por parte de ecologistas uksankirinakatx uka yatiyäwix wali askin katuqatawa, organizaciones no gubernamentales ukankirinakamp ukat marakchirinakampix Poder Ejecutivo de la República uksaruw mä carta qilqata apayapxatayna."
"Dos años antes, Hamshari, un sitio web iraní de noticias, escribió que ""internet nacional"" es un término ambiguo.",Jichhax walja bloquers uñt 'atanakaw uñt 'ayatäna que Sistemas Computarizados Corporativos de Irán jas ukanx satayna.
Mientras que en el sitio web de la iniciativa describen el objetivo de la jornada: 0 muertes violentas el día 2 de octubre:,"Ukhamarakiw sitio web tuqinxuñist ’ ayapxi kunäntix amtax uk, ukax sañ muniw ukur jan ma jiwayatas uñstañapa:"
@ThinkMexican: La explosión en la Torre de #Pemex se da días después de que @EPN respondiera a las especulaciones de que su admin. buscaba privatizar el petróleo de Mexico.http://ow.ly/1RJUGC,"@ ThinkMexican: Torre # Pemex ukax qhipa urunakaw phalläna, kunawsatix EPNx jayskan maysar arusirinakar ukja. priwatisañ Mexicon khusu umap thaqhäna http: / / ow.ly / 1RJUGC."
"No sólo el Gobierno Regional tiene un papel discutible en estos hechos; según el semanario La Verdad de Iquitos, resulta risible que el Comité de Gestión de la zona afectada esté presidido por ""Perúpetro (la que dio la concesión) y tenga como vicepresidente al representante de la Conoco Phillips,""",Janiw Gobierno Regional ukak aka luräwinakat arusipkiti; Iquitos markan La Verdad yatichäwirjamaxa
"En el hemisferio Sur el Sol alcanza su cenit al medio día sobre el Trópico de Cáncer, el 21 o 22 de junio.",Hemisferio Sur uksanx intin cenit ukapax chika ururuw Trópico de Cáncer uksan 21 ukat 22 uru willka kuti phaxsinw puri.
Los argentinos también recuerdan que durante la intervención quirúrgica realizada al ex-presidente Néstor Kirchner el año 2010 los familiares de Kirchner rechazaron que el emisario de Bergoglio le impartiera el sacramento.,"Argentinunakax kunapachati mistur Néstor Kirchner jilïr irpirix intervención quirúrgica ukankan 2010 marana ukat Kirchner ukan wila masinakapax janiw sapxanw ukwa amtapxi, Bergoglio jupax sacramento yaticht 'ani."
"En un esfuerzo por ampliar esta conversación, pensamos que podríamos intentar tener una charla en tiempo real mientras los juegos están en curso.","Mä ch ’ amt ’ awiw aka aruskipaw jilatatayañaxa, anatawinak thakhinkipanx aruskipawix inas yant ’ atachisp sasaw lup ’ ipxta."
"El último Inti Raymi celebrado por los incas tuvo lugar en 1535, después del cual la Iglesia Católica y la Conquista española le pusieron fin.","Maysatsti iglesia Catolica, español q ’ ara jaqinakax tukjañrak munawayapxatayna."
"Según diversas fuentes, incluidos los miembros de su familia, la policía llamó a Jean Laokolé... supuestamente sobre un artículo publicado en un blog.","Kunayman qillqatanakarjamax wali masinakapamp pallapallampix Jean Kaokolé ukaruw jawsapxi, qillqaw qillqatapata."
"@MaryFitzgeraldIT: Tras un día de rumores, el portavoz del congreso nacional de #Libia ha declarado en un canal de TV local que Khamis, el hijo de Gaddafi había sido capturado y herido y ha fallecido hoy","@ MaryFitzgeraldIT: akürun arusïwitxa, # Libia markan congreso nacional ukan arst 'iripax TV uksan Gaddafi ukan Khamis yuqapax katjatataynaw ukat usuchjata ukhamakipansti jichhüruw jiwxi sasinw arst 'i."
"Orador: Juan Ernesto Luna Ulloa (El Alto), Coordinador Nacional de la red Juventud Diversa Boliviana","Arxaytiri: Juan Ernesto Luna Ulloa (Altu pata markata), Coordinador Nacional de la red Juventud Diversa Boliviana uka tamankiriwa."
"Se puede esperar que en el futuro cercano muchos de nuestros contratistas vayan con Gaddafi, que tiene gran confianza en los soldados serbios.",Ukjamarus wali jaya maranakaw pallapallapxatayna. … ¡Gaddafi jaqix qawqhtix mayipkix ukjrak paylliritayna!
"Continuando con las indagaciones colectivas bajo la etiqueta de #QRBolivia, el blogero Mario Durán de El Alto se puso en contacto con el Servicio Nacional de Propiedad Intelectual (SENAPI) y representantes de la compañía.","Sarantataskakiw qutucht ’ asis aka # QRBolivia, ukjam sutin uñt ’ atat yatxatañataki, ukatx Alto pata markankir bloguero Mario Durán jupasti Servicio Nacional de Propiedad Intelectual (SENAPI) ukampix mäkirakiw yatiyasixpxi ukat mayni lantinakampis ukakipkaraki."
"El acontecimiento, organizado por el Ministerio de Educación, reunió educadores, alumnos y otros interesados en promover el uso de las 13 lenguas nativas de Malí.","El acontecimiento, organizado por el Ministerio de Educación ukat jawillt ’ äwix yatichirinakar yatiqirinakar ukat yaqhanakampir tantachthapt ’ i, Mali markan 13n tayka aru sarantayañataki."
"Tuve una profunda sensación de pesar que me ahogó, sentí el dolor de los familiares del pequeño William, el dolor de perder a alguien querido.","Walpuniw chuym ch ’ allxtayitu, chuymaw usut kunjamti William wila masinakar uskkpacha ukhama, mä wali munatar wawar chhaqayaña."
"En un fragmento de la carta se dice lo siguiente: Personalmente no he hablado mucho antes sobre el caso de Sarah Elmesallati y decía ""Ella tuvo que ser informada de otra forma"".","Mä chiqanax akhama sasin si: Personalmente no he hablado mucho antes sobre el caso de Sarah Elmesallati y solía decir ""Ella tuvo que ser informada de otra forma""."
"El impacto medioambiental de la carretera es otro problema que genera protestas, particularmente entre la clase media y urbana de Bolivia.",Uka thakhi lurañ amtax qhurut arsusuiwinak uñt 'ayi.
(Noticias de Canyu el pasado 16 de septiembre) Esta mañana se realizó la gran manifestación contra Japón en el centro de Shenzhen cerca a Huaqiang North y el Centro Ciudadano.,"(tunka suxtan uru saraqkäna sata phaxsina, Canyuna yatiyäwipa) jichharmantix Shenzhen markanx niya Huaqiang North uka jak ’ a taypi markanxa jach ’ a unxtasiwinakaw Japontuq sartasipxana."
Alberto Medrano comparte dos videos de mujeres aymaras en El Alto trabajando en minibuses como voceadoras: mujeres que anuncian la ruta del vehículo y cobran el pasaje a los pasajeros.,"Alberto Medrano jilax pä (video) waraqatwa uñt 'ayi, Altu pata markan aymar warminakan minibus k 'añaskun voceadoratjam irnaqapxatapata: warminakax arnakasipxiw kawkhat kawkhakamas saran taqi uka ukatx pasajirunakarus pasajs mayipxarakiwa."
"A las 3:00 pm, la masiva congregación en la capital de Bangladesh, Dacca, empezó a cantar el himno nacional.","3 jayp ’ u ursaruxa, Bangladeshan, Dacca qamatuqin jach ’ a tantachäsiwix markan q ’ uchup qallant q ’ uchuntaña."
"Sin embargo, para Juan Sebastián muchas personas publican sobre el cacerolazo solo para ganar ""favoritos"" en sus tuits:","Tukuyañataki, Fuerza Común jupankirix akjam sasaw aka yatiyt 'äwitx arst 'araki:"
Conversando con Rebecca MacKinnon sobre “Consent of the Networked ”,Rebecca MacKinnon jupamp “Consent of the Networked ” ukxat aruskipasa
La tradición de servir ñoquis los dias 29 nace de una leyenda que se remonta al siglo VIII.,"Sarawinx ñoquis ukax sapa 29 ururuw manq ’ t ’ asiña, ukat mä jawarit VIII patak maranw uñstatapa."
El e-book cuenta con una licencia Creative Commons Attribution 3.0 y está disponible para descargarse en tres formatos diferentes:,Creative Commons Attribution 3.0 ukankiwa kunatix disponible para descargarse kimsa kastanakawa utji:
"Sin embargo, el carnaval también trae aparejado quejas de sus vecinos por el descontrol entre los asistentes.","Ukampirusa, carnawalax khitinakati jutapxk phunchhäw machantäwinak apaniraki.El Dia OnLine sarakiwa:"
Estén con nosotros!,Mayuru pachprakiki aka presidentejanakax lurapxitu.
El interrogador se rehusó a quitármelas.,Jiskt 'irix aparañ munitäna sasa.
"Kevin corrige el post, y queda publicado en el sitio de Global Voices en inglés.",Kevin qillqat uñt 'ayatya askicht 'i sitio Global Voices inglés uka aruna.
"Sin embargo, los medios búlgaros, con dos excepciones memorables -la agencia de noticias BGNES y el sitio de Internet Mediapool - no siguieron la iniciativa y siguieron incluyendo al Primer Ministro en sus artículos.","Juk 'ampinsa, khaysa medios búlgaros, jan ist 'asinxa- khaysa jach 'a uta yatiyirinakansa BGNES ukhamaraki khaysa sitio de Internet Mediapool - janiw arkapkatanti kuntix sapkana ukxa ukat jupanakax khaysa nayrir Ministrurux laphinakaparux qillqt ´ asiwayapkakitanawa."
Este es un dramático cambio de política.,Kax politican turkakipawipawa.
Aprender algunos elementos para plantear campañas o proyectos.,Amtanakar ch 'amancht 'añatak yatiqäwi.
Los que parecían exconvictos me ofrecieron algo de comer.,Yaqhipa exconvictos jupanakas ma juk ’ a manq ’ añ churapxitu.
"El Alto es un gran suburbio de la ciudad de La Paz, con una población estimada de aproximadamente 900.000 habitantes.","Altu markax jach ’ a markaw La Paz markatxa, niya 900.000 jaqiniwa."
"Todo el que tenga más de 9 años, una cámara y una idea para un vídeo de un minuto sobre el medioambiente, puede participar en el concurso que concede un premio de 300 dólares para producir un vídeo, con el cual competirá por un gran premio de 1500 dólares y la participación en la XVIII Conferencia Internacional sobre el Cambio Climático que tendrá lugar en noviembre.","Taqpach jilanak kullakanak llatunk jilir naraninaka, mä cámara utjininakamp mä amtawimp medio ambiente videotak mä k`atan ukanakaw concursur mantapxaspa. Atiristi 300 dolares mä video lurañatak apasïni, Ukhamarak jupax 1500 dólar apasiñamp XVIII conferencia internacional sobre el cambio climático ukapmpir sarañatak yaqhanakamp yant`aniwa, akax noviembre phaxsin wakisini."
Egipto: Khaled Said - Un asesinato de emergencia por una Ley de Emergencia,Egipto: Khaled Said mä jank ’ a jiwayawi mä jank ’ a kamachlayku
El resultado es que los delitos aumentan y el silencio oficial continúa.,"Daniela Lopez, amuyt ’ iw aqiw siwa ukanxa:"
'Bolivia te espera' es el nombre de la nueva campaña promocional lanzada recientemente por el gobierno de Bolivia.,Jichhakiw Bolivia markan jilïr irpirix 'Bolivia te espera' sutin machq campañx apsuwayi.
"Una de las primeras expediciones en 1960, y una caminata hasta la cumbre en nuestros tiempos.","Mayïr uñichäwinakax 1960 mararuw kutti, ukat mä qullu patar saräwirakiwa."
Este post es parte de nuestra cobertura especial Europa en Crisis.,Aka post mä kubirtura especial ukankiwa Europaw markax chaxwawin.
"Ahmed Shafiq, el Primer Ministro del ex presidente Hosni Mubarak, se enfrentó contra el candidato de la Hermandad Musulmana, Mohamed Morsi en la ronda final.","Ahmed Shafiq tatax Hosni Mubarakan nayrir Ministrupanwa, jupax Mohamed Morsimpiw atipt ’ asiwiruw mantatayna."
En la ciudad de Bogotá se realizó un evento con la participación de varios músicos y artistas nacioales e internacionales que se pudo seguir via streaming.,Bogotá markanx ma phunchawiw músicos ukhamarak artista ukanakampiw aka via streaming. tuq nayrar akham sutimp sartayapxi
Lo próximo que intentarán es filtrar los pensamientos de las personas,Ukjarux jila kullakanakan lup 'ïwinakap jamasat apaqañ yant 'apxani.
"Por si fuera poco, en el partido del pasado 16 de marzo, donde se enfrentaron San Lorenzo de Almagro y Colón de Santa Fe, los jugadores de San Lorenzo lucieron una camiseta conmemorativa al papa Francisco.","Ukjamakasinsti, pasiri tunka suxta uru aka achuqa tukuya phaxsita, anatt ’ awayapxiwa San Lorenzump Colón de Santa Fe, San lorenzunkirinalkax anatañ isispanakapamp Francisco tatakurar jallallawayapxi."
"Mike, en su blog sobre Bogotá, postea imágenes de la navidad en La Casa del Colibrí, que ""apoya a muchas familias pobres que viven en el centro de Bogotá - en particular familias que fueron desplazadas cuando el viejo barrio Cartucho fue destruido para crear el Parque Tercer Milenio.""","Mike, Bogotá markxat blogupan Colibrí ukan utapat navidadat videonak uñt 'ayi, Bogotá markan pisin jakir wila masinakaruw ch 'amancht 'i - barrio Cartucho satak ukan jan walt 'ayat uñjask Kimsir Parque Milenio utt 'ayañatak jas ukanatakiw jilapachax ch 'amancht 'i. """
"Los venezolanos votan hoy 26 de septiembre para renovar toda la Asamblea Nacional -el cuerpo legislativo monocámara que sustituye a lo que antes era el Congreso- y en la red, docenas de personas han estado haciendo y remezclando videos para invitar a los ciudadanos a votar.","Venezulanunakax jichhüru 26 urun sata qalltan chhijllapxi, Asamblea Nacionalar machaqat tukuyañataki, (legislativo monocamara) astas nayra Congreso ukaruw lantinchi, red ukansti walja jaqinakaw videonak ch ’ arqthapisipkatäna, markachirinakar chhijllañ jark ’ añataki."
Presentación: La evolución de El Alto digital,Uñt ’ ayäwi: La evolución de El Alto digital ukham sutincht ’ ata
"El propio Psy, la sensación K-Pop, pidió que les devolvieran su empleo.",Psy-x jupanakan irnaqañ wasitat jikxatapxañapatakiw ch 'amt 'äna.
"Candy junto a su papá, Maminirina Radifera Ranaivoson (Izquierda); Leonard Chien, Director de Global Voices Lingua; y el Arzobispo John Baptist Odama de Uganda, uno de los ganadores del Premio Breaking Borders","Aka jamuqansti, tatapa, Maminirina Radifera Ranaivoson; Leonard Chien Global Voices arut aru jaqukipir irpiriwa; Archbishop John Babtist Odama, Uganda suyuta, khititix Breaking Borderatipawayki"
"El blog de fotografia de Amelia McGoldrick publica una selección de imágenes, no solo del carnaval sino de sus días como turista en la ciudad.","Amelia McGoldrick jamuq blog-anxa; ajllirt ’ at jamuqanak uñacht ’ ayi, janiw carnawal urunakatakïkiti jan ukax kunanakas uñakipañ markan ukanak kunw uñacht ’ ayi."
"Una vez que el contenido es subido la apariencia del artículo se asemeja al del periódico ABC Color, pero tiene una aclaración al pie que señala que el sitio contiene noticias falsas y contenido creado por el usuario.","Apkatatx ABC Color yatiyäwjamaw uñjasi, ukampisa aynachjaruxa uñstiw mä qhanancha, ukanx siwa aka chaqanx utjiw jan chiqa yatiyäwinak ukhamarak uñakipirin luratanaka."
"El hecho de que el terrorista apuntara a Japón y Corea del Sur como ejemplos claros de países que desechan de forma consistente y directa el multiculturalismo, ha generado varias respuestas en Corea del Sur.","Uka terrorista ukax Japón ukatx Corea del Sur uka markanakaruw qhanpach uñacht 'ayi, ukampirus Corea del Sur uksampun jilpachax utji."
"Algunos de los activistas recibieron computadores portátiles (laptops), grabadoras de audio digitales y cámaras de vídeo digitales, trípodes, auriculares con capacidad de anular o disminuir el sonido ambiente y discos duros externos para usarlos en su trabajo.","Yaqhip activistanakax computadores portátiles (laptops), grabadoras de audio digitales ukat cámaras de vídeo digitales, trípodes, auriculares ukat discos duros externos irnaqäwinakapan apnaqasipxañapataki."
"Se dice a menudo que los mozambiqueños empiezan el año ""marrabentando"".","Mara mozambiqueñonakax ""marrabentando"". qalltapx sasiwa."
Por lo general traduzco artículos de autores africanos.,Jilpachx Africanos markachirinakan qillqäwinakap jaqukipta.
"El próximo domingo 8 de mayo, los ciudadanos mexicanos marcharán para demandar el término de la ""Guerra contra el Narco"" y la dimisión de todos los oficiales del gobierno responsables de más de 35,000 muertes y del incremento de la inseguridad y corrupción.","Jutïr willküru 8 uru llamayu phaxsit saraqatarux mexicanos markachirinakaw ""Guerra contra el Narco ” uka aru chhaqtayañatak sartasipxani jan yaqäsiw utjatapata, 35,000 waranqa jiwatanakaw utji, inseguridadampin corrupcionampin jiljatatapalaku, jall ukaruw qhuru arump kutiyapxani."
La agitación de la multitud.,Waljanin ulluqïwi.
"O el periodista y escritor Raúl Tortolero (@raultortolero1), quien se pregunta:","Ukatx yatiyiri, qillqiri Raúl Tortoleroxa, akjam sasaw jiskt ’ asi: Raúl Tortolero (@ raultortolero1) qillqirix, jiskt 'asiwa:"
JA: ¿Algo más que añadir?,JA: Kunampch arxt 'awayasma?
Así que ahora los jóvenes de Abu Sir están usando la ofincina como salon de té y la mezquita ya no se usa para sus sermones fundamentalistas y nadie ha visto al grupo Takfir desde hace algún tiempo.,Jichhax Abu Sir tuqin waynanakax uka uta irnaqiritakix mä junt ’ um umasiñatakiw apnaqapxi ukat kumpurillax janiw mayisiñatak apaqapxi ukatxa janiw khitis Takfir tamarur uñjapkiti.
"Para seguir en directo los acontecimientos, siga #PrimaveraValenciana",Jaqtapxiwa mä taripawxama 11ni maranak jan markana magistradxama mantañapataki.
"Puente sobre Caño Tauca, un pequeño río que pasa por el campus, donde los alumnos pueden bañarse e incluso pescar.","Caño Tauca chaka patxana, campuschiqwa uka jisk 'a jawirax mäkipti, uka jawiranx yatiqirinakax jarisipxi ukhamarak challwanak katupxi."
"Espero que algún día cuando diga Soy gay, no sea acusado de ser un pecador o sea maltratado.","taqi chiqankaptwa "", aka YouTube, Facebook y blogs, tuqinakata aka uraqpachana chacha – warmipura axsarañ munasiñxata arsusiñataki."
La imagen subida por @m_mubher contiene una línea escrita por el poeta palestino Mahmoud Darwish: Hacemos lo mismo que hacen los prisioneros y los desempleados; Albergamos esperanzas.,Picture posted by @ m _ mubher has a line by Palestinian poet Mahmoud Darwish: We do what the prisoners and the unemployed do; we grow hope.
El tercer canal de Irán (que transmite la serie controversial) tocó música bajtiari varias veces hoy.,Iraní markankiri uka kimsir canalax uñist ’ ayiw bajtiari uka markan jayllawipa wal kuti ma urunxa.
"Eso es porque cada año, a comienzos de febrero, se lleva a cabo el festival más representativo del país, el Festival del Marrabenta.","Ukhamaw kunatix sapa mara mä jach ’ a phunchhäwiw markan lurasi, Marrabenta phunchhäwi."
"A medida que este crecimiento se encontraba con arroyos que desembocan al Río de la Plata se los entubaba, se rellenaba su cauce y a lotear que se acaba el mundo.","Qhantatix wali mulljaskayanwa, suxta pachaw uma apsupxana, kuna yänakap qhisphiyañataki, mayni markachirirux umax apasxanwa."
"Antes, se cazaba un hipopótamo y su carne se repartía entre la población para conmemorar la fecha.","Nayraxa, mä hipopótamo katupxan ukat aychap taqpach markachirinakar churapxan uka pacha amtañatakixa."
"El Dr. Tony Tan fue elegido séptimo presidente de Singapur el 27 de agosto, pero su margen de victoria fue de sólo 7.269 votos.","Paqalqür Singaporean jach ’ a mark irpirix lakan phaxs pä tunk paqalqür saraqataruw Dr Tony Tanar ajllisiwayi, ukampins atpt ’ äwipax 7,269 jaqunakampikïnwa."
"Los hablantes de Aymara son cada vez más activos en la web a través de proyectos como Jaqi Aru en El Alto (Bolivia) y, gracias a sus esfuerzos de traducción, Global Voices ya se encuentra disponible en Aymara.","Aymar arsurinakax sapakutis juk ’ amp p ’ arxtasirinakapxiw web tuqinxa, jisnawa Jaqi Aru Altu pata Bolivia markata, jupanakan aru jaqukipaw (traducción) chamt ’ awinakapampix, Global Voices ukanx Aymaran qilqatax utxiwa."
"Importa todo lo que vimos, pero mucho más lo que no vimos.",Taqi uka jan walt ’ awinakatx uñch ’ ukiripxtanwa.
"La etiqueta #SiVotastePorBachelet comenzó a ser tendencia en Chile durante el día de las elecciones y lo sigue siendo hoy, un día después de la votación.",La etiqueta jumatix Bachelet jupa kullakaru chhijllawayta ukaxa akax wal chhijllaw urunx apanaqatanwa ukhamarakiw jichhurunakanx chhixllaw tukutatx apnaqasiski.
El bloguero Mahmood Al-Yousif reflexiona sobre este Día de Duelo en su último post:,Mahmood blogerux Al-Yousif qhipïr post qilqatanx ch 'axwaw urut amuyt 'asaw qilqt 'i:
"Flashmob en Berna, Suiza:","Flashmob Berna uksana, Suiza:"
"El proyecto Blogger Swarm tiene por objetivo poner a la juventud a la vanguardia en los temas de discusión acerca de la justicia climática y alimentaria, los problemas en los cuales estos activistas están centrando su trabajo e investigaciones.","Blogger Swarm-ax waynanakaruw kunaymantuqit aruskipt 'apxañapatak nayrar ucht 'i, nayrar sartayirinakax luräwinakapamp thaqhäwinakapam nayrar sartayasipki."
Sigue perdido.,Chhaqhatakiskiwa.
"Ella se refiere al profesor e ingeniero caleño Julio Alberto Ríos Gallego, más conocido como el ‘ Profe Julio ’ en YouTube, donde es muy popular (casi una especie de estrella), y lo que es poco usual, en un campo tan a primera vista poco atractivo para los usuarios de esa plataforma como es la física y las matemáticas.","Jupax yatichiri ukat ingeniero caleño Julio Alberto Ríos Gallego, juparuw chiqancht 'i ‘ Yatichiri Julio ’ ukham YouTube ukan uñt 'atawa, plataforma kunjamas física ukat matemáticas ukanakax ukwa uñt 'ayi."
Arriba las criaturas de nuestros mares!,Jach 'a Lamar qutan uywanakax jach 'anchatapana! biodiversidad uka jakäwix jan jask 'atañapa! # CR
Son muchos los periodistas que no aceptan las declaraciones del ministro.,Uka pachparakiw wakiyata mä millón takanaka (qullqi Bangladesh) purtirun uñstañapataki.
"Al respecto David Órdenes, coordinador del Movimiento Movilizándonos, comentó para Global Voices que están demandando una ley universal de derechos enfocada más bien en los niños y jóvenes: ""de manera de que esta sociedad desde ahora cumpla con los niños, porque ellos son democracia y actores sociales... y por lo tanto la marcha de todas las marchas tiene que ver con que estamos atentos y haciendo propuestas.""","David Órdenes, coordinador del Movimiento Movilizándonos, ukax Global Voices ukatakiw arst 'i, jupanakax mä ley universal de derechos wawankatak waynanakatk mayipxi sasina: """
"@TutiFurlan: Hoy, antes de exigir #Paz debo revisar si yo la estoy dando, si la estoy viviendo, si la estoy promoviendo en cada paso que doy! @24_0","@ TutiFurlan: jichhür janïr # Paz uka maykasinx nayraqat nayax uñjañajaw mayt ’ awixa, ak jakaskti, sapa ch ’ amanchawint nayrar sartayasktxä @ 24 _ 0."
